Name,Color Mode,Color Diversity,Color Intensity,Color Harmony,Proximity Contrast,Depth,Value Contrast,Average Value,Lines,Balance,Movement,Empty Space,Perspective,Brushstroke Control,Brushstroke Visibility,Outlines
Impression Sunrise - Monet.jpeg,Capture Color,Similar Hue,Muted/Tinted,Harmonious Color,,Normal/Regular Depth,Low Contrast,Light Value,Indistinct Lines,Mostly Balanced Space,Intermediate Movement,Large Empty Space,Removed Perspective,Mostly Wild Brushstrokes,Mixed Visibility Brushstrokes,Light/No Outlines
Luncheon of the Boating Party - Renoir.jpeg,Capture Color,Highly Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Low Contrast,Light Value,Distinct Lines,Mostly Imbalanced Space,Highly Dynamic Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Mixed Visibility Brushstrokes,Light/No Outlines
Paris Street Rainy Day - Caillebotte.jpeg,Naturalistic Color,Similar Hue,Muted/Tinted,Harmonious Color,Blended Color Contrast,Deep Depth,Low Contrast,Light Value,Distinct Lines,Highly Imbalanced Space,Highly Dynamic Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Poppies - Monet.jpeg,Capture Color,Somewhat Diverse Hue,Muted/Tinted,Friction/Tension Color,,Deep Depth,Low Contrast,Light Value,Distinct Lines,Mostly Balanced Space,Intermediate Movement,Large Empty Space,Removed Perspective,Mix/Intermediate Controlled Brushstrokes,Mixed Visibility Brushstrokes,Light/No Outlines
The Ballet Class - Degas.jpeg,Capture Color,Similar Hue,Muted/Tinted,Harmonious Color,,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Imbalanced Space,Highly Dynamic Movement,Intermediate Empty Space,Intermediate Perspective,Mix/Intermediate Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Boulevard Montmarte - Pissaro.jpeg,Capture Color,Somewhat Diverse Hue,Vibrant Tone,Harmonious Color,,Deep Depth,High Contrast,Dark Value,Indistinct Lines,Highly Balanced Space,Intermediate Movement,Intermediate Empty Space,Removed Perspective,Mostly Wild Brushstrokes,Visible Brushstrokes,Light/No Outlines
Woman with a Parasol - Monet.jpeg,Capture Color,Highly Diverse Hue,Vibrant Tone,Harmonious Color,,Normal/Regular Depth,Low Contrast,Light Value,Distinct Lines,Mostly Balanced Space,Highly Static Movement,Small Empty Space,Intermediate Perspective,Mostly Wild Brushstrokes,Visible Brushstrokes,Light/No Outlines
Women Walking on a Beach - Sorolla.jpeg,Capture Color,Highly Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Intermediate Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Mixed Visibility Brushstrokes,Light/No Outlines
Achilles Receiving the Ambassadors of Agamemnon.jpg,Naturalistic Color,Highly Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Intermediate Movement,Small Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Ancient Rome - Panini.jpg,Naturalistic Color,Highly Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Aqueduct in Ruins - Robert.jpg,Naturalistic Color,Similar Hue,True Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Intermediate Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Benjamin Franklin Drawing Electricity from the Sky - West.jpg,Naturalistic Color,Similar Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Static Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Charles Towneley in his sculpture gallery - Zoffany.jpg,Naturalistic Color,Similar Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Intermediate Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Cornelia Pointing to her Children as Her Treasures - Kauffmann.jpg,Naturalistic Color,Somewhat Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Intermediate Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Diana and Cupid - Batoni.jpg,Naturalistic Color,Highly Diverse Hue,True Tone,Friction/Tension Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Imbalanced Space,Intermediate Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Fantasy view - Panini.jpg,Naturalistic Color,Similar Hue,True Tone,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Johann Joachim Winckelmann.jpg,Naturalistic Color,Similar Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,High Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Static Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Judgement of Paris - Mengs.jpg,Naturalistic Color,Highly Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Intermediate Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Julie Lebrun as Flora - Le Brun.jpg,Naturalistic Color,Highly Diverse Hue,True Tone,Friction/Tension Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Static Movement,Intermediate Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Jupiter and Thetis - Ingres.jpg,Naturalistic Color,Highly Diverse Hue,Muted/Tinted,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Intermediate Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Madame Raymod de Verninac - David.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Light Value,Distinct Lines,Mostly Balanced Space,Intermediate Movement,Large Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Modern Romania - Tattarescu.jpg,Naturalistic Color,Monochrome Hue,True Tone,Friction/Tension Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Imbalanced Space,Intermediate Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Napoleon Crossing the Alps - David.jpg,Naturalistic Color,Highly Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Deep Depth,High Contrast,Balanced Value,Distinct Lines,Highly Imbalanced Space,Highly Static Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Napoleon I on his Imperial Throne - Ingres.jpg,Naturalistic Color,Similar Hue,Vibrant Tone,Friction/Tension Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Intermediate Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Perseus and Andromeda - Leighton.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Dynamic Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Portrait of Antoine-Laurent Lavoisier and his wife - David.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Static Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Portrait of Citizen Jean-Baptiste Belley - Trioson.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Friction/Tension Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Intermediate Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Portrait of Madame Recamier - David.jpg,Naturalistic Color,Highly Diverse Hue,Vibrant Tone,Friction/Tension Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Imbalanced Space,Intermediate Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Portrait of Madeline - Benoist.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Friction/Tension Color,Blended Color Contrast,Shallow Depth,High Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Intermediate Movement,Large Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Portrait of Susanna van Collen nee Mogge and her daughter - Numan.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Friction/Tension Color,Blended Color Contrast,Normal/Regular Depth,High Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Intermediate Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Self-portrait - Benoist.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Friction/Tension Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Light Value,Distinct Lines,Mostly Balanced Space,Intermediate Movement,Intermediate Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Anger of Achilles - David.jpg,Naturalistic Color,Highly Diverse Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Light Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Small Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Architects Dream - Cole.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Deep Depth,High Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Intermediate Movement,Intermediate Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Death of Nelson - West.jpg,Naturalistic Color,Similar Hue,Vibrant Tone,Harmonious Color,Blended Color Contrast,Deep Depth,High Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Dynamic Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Death of Seneca - David.jpg,Naturalistic Color,Highly Diverse Hue,True Tone,Friction/Tension Color,Blended Color Contrast,Normal/Regular Depth,High Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Death of Socrates - David.jpg,Naturalistic Color,Highly Diverse Hue,Muted/Tinted,Harmonious Color,Blended Color Contrast,Deep Depth,Normal Contrast,Dark Value,Distinct Lines,Mostly Balanced Space,Highly Static Movement,Large Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Emperor Napoleon in his Study at the Tuileries - David.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,High Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Intermediate Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Intervention of the Sabine Woman - David.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Friction/Tension Color,Blended Color Contrast,Deep Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Intermediate Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Lictors Returning to Brutus the Bodies of his sons - David.jpg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Intermediate Movement,Intermediate Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Sleep of Endymion - Girodet.jpg,Naturalistic Color,Somewhat Diverse Hue,Muted/Tinted,Harmonious Color,Blended Color Contrast,Shallow Depth,High Contrast,Balanced Value,Intermediate Lines,Highly Imbalanced Space,Intermediate Movement,Intermediate Empty Space,Direct Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Virgil reading to Augustus - Ingres.jpg,Naturalistic Color,Highly Diverse Hue,True Tone,Friction/Tension Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Dark Value,Distinct Lines,Highly Balanced Space,Highly Dynamic Movement,Small Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Burial of Atala - Trioson.jpeg,Naturalistic Color,Similar Hue,Muted/Tinted,Friction/Tension Color,Blended Color Contrast,Deep Depth,High Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Highly Dynamic Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Dante and Virgil - Bouguereau.jpeg,Naturalistic Color,Similar Hue,True Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,High Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Dynamic Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
L'excommunication de Robert le Pieux - Laurens.jpeg,Naturalistic Color,Similar Hue,True Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Intermediate Movement,Large Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Leonidas at Thermopylae - David.jpeg,Naturalistic Color,Highly Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Deep Depth,High Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Highly Static Movement,Intermediate Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Oedipus Explaining the Enigma of the Sphinx - Ingres.jpeg,Naturalistic Color,Similar Hue,True Tone,Harmonious Color,Blended Color Contrast,Deep Depth,High Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Highly Dynamic Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Portrait of Monsieur Bertin - Inres.jpeg,Naturalistic Color,Similar Hue,True Tone,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Balanced Space,Highly Static Movement,Large Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
Princesse de Broglie - Ingres.jpeg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Friction/Tension Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Highly Balanced Space,Intermediate Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Artist and His Family - West.jpeg,Naturalistic Color,Similar Hue,Muted/Tinted,Harmonious Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Highly Dynamic Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Coronation of Napoleon - David.jpeg,Naturalistic Color,Somewhat Diverse Hue,True Tone,Harmonious Color,Blended Color Contrast,Normal/Regular Depth,Normal Contrast,Balanced Value,Distinct Lines,Mostly Imbalanced Space,Intermediate Movement,Small Empty Space,Removed Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
The Cupid Seller - Vien.jpeg,Naturalistic Color,Somewhat Diverse Hue,Muted/Tinted,Friction/Tension Color,Blended Color Contrast,Shallow Depth,Normal Contrast,Light Value,Distinct Lines,Highly Imbalanced Space,Highly Dynamic Movement,Intermediate Empty Space,Intermediate Perspective,Mostly Controlled Brushstrokes,Blended Brushstrokes,Light/No Outlines
